edad,salario,productos,churn
57,4855,3,0
48,8120,5,1
27,4523,5,0
43,6131,5,1
57,3411,4,1
64,8355,1,1
64,6641,5,1
47,2164,3,1
44,6627,1,0
44,5597,5,1
38,8638,5,1
34,4259,1,0
60,6547,3,1
18,6147,2,0
46,3757,4,0
21,2423,3,0
52,5214,1,1
64,8309,3,1
60,2219,4,1
31,6175,5,1
25,8806,2,1
42,6393,3,0
59,3440,1,0
23,4493,2,0
19,2614,2,0
64,3915,2,0
60,3906,4,0
45,3471,2,0
36,4335,5,0
58,2361,1,1
25,8788,1,1
22,8178,3,1
25,8066,4,1
50,8075,5,1
25,5742,5,1
23,4718,1,0
42,8407,2,0
34,7741,1,1
57,8389,1,1
28,2994,3,0
62,6181,2,1
58,4678,1,0
42,8293,4,0
50,8155,4,1
30,6887,4,1
65,7512,1,1
65,3657,4,1
47,4972,3,1
30,2143,1,0
18,6477,3,0
60,4851,3,1
18,4381,4,0
24,6671,5,1
25,6656,2,0
53,6318,3,0
20,8240,3,1
52,8535,4,1
24,2249,3,0
26,7500,3,1
27,4099,3,1
22,6149,3,0
37,7850,3,1
19,4135,3,0
23,8922,2,1
56,6711,1,1
24,3964,3,0
25,3296,5,0
23,3696,1,0
53,7983,5,1
23,8448,5,1
62,6273,3,1
60,4237,1,1
20,4355,4,0
39,4004,1,0
24,6619,1,0
48,2148,4,1
43,6239,1,0
55,6397,2,0
28,3316,5,1
24,6967,1,0
64,7601,2,0
61,5975,2,1
18,7382,5,1
54,8309,2,1
33,2286,4,0
60,4982,2,1
36,4620,2,0
55,5171,5,1
33,6849,1,1
34,7111,5,1
25,5122,5,0
34,7463,2,0
59,6553,1,1
33,2885,1,0
33,7902,1,1
61,5033,2,1
35,2722,5,0
31,7675,1,1
18,5186,1,0
46,2982,2,1
25,8917,3,1
44,4902,5,0
46,7232,2,1
27,3493,4,0
60,8829,2,1
35,5383,1,0
45,5597,2,0
21,7930,4,1
31,5186,1,1
27,4121,3,0
18,5676,5,0
47,4649,3,1
46,3445,3,1
42,4008,2,0
46,2893,1,1
59,5780,4,1
53,5975,2,0
64,4837,5,1
24,4026,5,1
65,5107,1,0
24,3776,3,0
33,8007,5,1
54,8345,5,1
58,5871,5,0
19,4481,5,0
39,1811,4,0
24,7801,3,1
45,3857,3,0
58,5092,5,1
40,2587,4,0
30,3806,3,0
39,4723,4,1
52,4531,4,1
53,1934,1,0
26,3694,4,1
31,5626,4,1
65,2394,1,0
53,5414,2,1
31,3589,3,0
34,1895,5,0
35,7067,5,1
31,2565,3,1
57,2773,1,1
56,6198,2,0
62,4069,5,0
62,7769,1,1
49,8493,2,1
39,2619,1,0
32,6515,3,0
62,4658,3,1
53,7501,2,0
24,6938,5,0
35,3377,2,0
32,7841,1,1
30,8577,2,0
36,5575,1,0
32,6867,2,0
64,7731,2,1
37,8638,4,0
22,8629,2,0
18,3203,3,0
29,7406,4,0
28,3534,1,0
24,5360,2,0
28,3980,5,1
61,6148,5,1
55,4503,4,0
56,6165,5,1
46,5280,2,1
46,4087,3,1
31,7808,1,0
36,4876,5,0
23,8965,5,0
62,2838,1,0
62,6170,1,1
43,7121,5,1
26,2232,5,0
32,8344,2,0
21,5964,5,1
22,3778,5,0
39,6101,5,0
34,4520,5,0
29,2160,4,0
31,2944,2,0
23,6043,2,0
22,5258,5,0
38,5575,2,0
39,2045,1,0
19,8151,1,1
64,2048,1,0
65,8418,5,0
62,3359,4,1
24,5396,5,1
21,8250,5,0
27,4694,3,0
25,8310,5,1
36,3936,2,0
27,6718,5,1
36,5823,5,1
22,3033,2,0
36,5907,5,1
38,4908,4,0
45,5628,1,0
21,1822,3,1
42,4629,3,0
64,6026,3,1
43,4894,5,0
44,3022,3,0
38,4827,1,0
28,8231,5,1
20,6326,1,0
21,5131,2,0
56,8812,5,1
57,4708,1,1
58,8813,5,0
22,2297,3,1
25,8888,4,1
51,2817,5,1
65,1840,3,1
34,8820,2,0
48,5883,2,1
42,7683,2,0
22,5074,3,1
61,2336,2,0
57,7353,3,1
51,6481,3,1
28,1969,2,0
63,2869,3,1
51,5329,2,0
34,2473,4,1
42,4188,4,0
41,8006,3,1
20,3328,4,1
64,7335,3,1
61,3331,3,0
64,1990,1,0
37,5168,3,1
50,6516,5,1
19,8124,2,1
41,3777,5,0
51,3261,3,1
26,5614,5,1
21,7318,3,0
61,7035,1,1
36,3756,2,0
31,8067,3,0
51,3911,5,1
63,2800,4,1
27,8402,1,0
63,6714,4,1
64,8997,1,1
56,3427,2,0
58,7360,2,1
26,5117,3,1
20,5131,1,1
23,7944,5,1
49,8012,3,1
24,5582,5,1
53,7700,5,1
18,3314,2,0
19,6601,1,0
44,2717,5,0
56,6091,1,1
42,4534,4,0
49,3961,3,1
56,2780,4,1
57,7371,2,1
57,8288,3,0
21,2424,3,0
25,8933,5,1
54,4149,1,0
32,3695,4,0
39,8665,1,0
44,3395,2,0
28,3566,5,0
27,2402,2,0
39,4566,4,0
34,2098,3,0
52,5136,1,1
58,1974,3,1
43,5311,4,1
65,2179,5,1
25,7914,2,0
19,2145,2,0
21,6061,2,0
43,6776,1,1
19,4964,2,0
22,4424,2,0
29,8088,2,0
39,4714,1,0
50,6307,2,1
24,5776,4,1
53,7076,2,1
51,8610,3,1
20,2748,2,0
53,1840,5,1
30,4606,3,0
60,6307,5,0
20,3536,2,0
57,7729,1,0
60,4835,4,1
19,6761,1,0
54,6558,1,1
36,6502,2,1
63,5511,3,1
28,5100,5,1
57,6927,4,1
54,8419,4,1
60,4228,5,1
56,7911,4,0
51,4221,2,0
41,6545,4,1
54,3833,2,0
24,4211,1,0
37,6465,5,1
30,3234,2,0
32,4211,2,0
45,5111,5,1
21,5140,5,1
53,5674,2,1
25,5545,4,1
19,7058,4,0
31,4335,5,1
64,3668,5,1
38,7289,5,1
59,3798,5,0
53,8001,1,1
36,8583,1,1
44,7236,1,1
62,6438,5,1
19,6299,2,0
40,6260,2,0
35,2565,5,0
42,4623,4,0
31,1922,5,0
45,2604,2,0
51,4369,5,1
25,3863,2,0
43,6235,2,0
37,8761,5,1
20,8801,1,1
28,5719,2,0
60,8781,5,1
43,4989,1,0
25,8629,4,1
22,2465,2,0
39,8546,1,0
22,4873,5,0
59,4087,1,0
56,2399,3,0
44,8137,2,1
51,3404,5,1
59,5168,2,0
41,3606,3,0
49,5409,4,1
43,3129,1,0
46,2944,4,1
44,7300,2,0
40,1959,5,1
65,8947,4,1
48,4949,1,1
54,7528,5,0
34,1986,4,1
61,6170,3,0
30,3425,2,0
23,2886,3,0
28,3459,3,1
43,2690,4,0
23,5603,1,0
28,7354,1,0
28,1803,4,0
45,3749,5,1
38,2884,4,0
54,4625,4,0
31,5465,1,1
52,4230,3,1
21,7747,2,1
38,2191,2,0
36,5980,1,1
24,5332,3,1
21,3737,4,0
34,8615,1,0
52,2687,2,1
65,8279,4,1
28,3329,1,0
28,7035,1,1
55,6192,2,0
30,3938,5,1
44,3205,5,0
65,8597,4,1
61,6768,4,1
45,8899,2,1
52,3790,1,1
29,6252,3,1
39,3675,5,1
65,1987,4,1
55,6261,4,1
25,5515,4,1
43,8852,4,1
43,6045,2,1
18,4790,1,0
27,2491,2,0
58,4661,3,1
23,5022,3,0
39,6216,4,1
61,3970,4,1
64,2396,5,1
29,2395,5,0
54,5059,4,1
20,6367,5,1
61,3999,2,0
56,6238,3,1
19,3097,2,0
20,8770,3,1
56,7467,2,1
52,5348,5,1
34,5956,3,1
37,6761,3,1
57,5995,5,1
59,2488,3,1
58,6270,5,1
20,7495,4,0
29,3727,5,0
42,5712,2,0
60,3329,1,1
46,4051,4,1
57,2320,4,1
52,5834,4,1
57,6507,4,1
63,8726,2,1
26,4422,5,0
49,7942,1,1
52,4407,5,0
59,3325,2,0
62,4006,1,0
41,7989,4,1
57,4518,4,1
19,7313,1,0
52,3241,3,1
35,3857,2,0
43,5573,5,1
26,4691,5,0
58,3820,2,0
65,6519,3,1
32,8896,2,0
54,2644,3,1
34,2452,3,0
39,7718,4,0
39,4987,2,0
28,5106,5,1
62,3620,3,1
61,4831,1,0
50,2670,5,1
41,4796,1,0
49,6051,3,1
53,4457,1,0
49,8132,3,1
32,1862,2,0
57,2782,5,1
22,8618,1,1
56,5766,2,0
51,8624,3,1
35,8299,1,0
41,3521,4,0
38,4205,4,0
38,3457,1,0
29,4799,5,1
44,5698,5,0
45,5464,3,0
57,3977,2,0
59,8373,1,1
23,2088,3,0
42,6843,5,1
25,7502,5,1
53,2292,5,1
26,8007,4,0
41,2863,2,0
51,6369,3,1
26,4510,5,1
45,5208,1,1
55,5948,4,1
46,6214,4,1
28,2932,4,1
50,4563,3,1
39,7803,5,1
41,8325,3,1
57,4159,2,0
37,6833,1,1
62,5307,3,0
18,2122,1,0
37,4851,2,0
32,2395,2,0
25,8347,3,1
22,3506,1,0
48,2076,5,1
58,5287,5,1
61,2622,3,1
51,6099,5,1
55,6878,4,0
62,3619,4,1
58,8262,4,1
36,7068,4,0
18,2862,3,1
65,7564,2,1
36,3513,1,0
29,7596,5,1
24,7837,2,0
22,2834,2,0
59,1858,3,1
21,4889,1,0
51,3804,4,1
28,3470,5,0
19,6162,2,1
43,6049,1,0
29,8246,2,1
48,5603,3,1
41,6404,3,1
42,3067,5,1
38,2966,5,0
60,7877,4,1
60,6336,2,1
43,2234,5,1
63,5400,1,1
29,2318,4,0
30,5428,2,1
59,6572,2,1
19,4469,2,0
54,6443,5,1
44,3202,1,0
38,7184,5,0
37,3735,5,0
33,3164,3,0
62,3803,5,1
52,3464,3,1
37,3985,4,0
64,7080,4,1
49,3592,2,1
36,3824,1,0
34,8889,3,1
49,6807,1,0
46,6744,5,1
29,6477,2,0
28,2254,3,0
56,5638,5,1
64,2721,2,0
38,2932,5,1
51,3790,2,0
61,7966,1,0
41,5053,1,0
29,2108,1,0
53,5805,5,1
61,5614,5,1
54,5391,3,1
62,7861,3,1
40,3312,2,0
43,2298,1,0
35,4274,2,0
59,2471,5,1
54,4427,1,0
40,8641,2,1
64,6473,1,0
27,7066,5,0
64,6607,3,1
23,4280,2,0
59,8909,5,0
57,8544,2,1
54,5204,4,0
61,6661,4,0
25,2989,4,0
27,7794,2,0
28,2767,4,0
60,2943,1,0
65,7316,1,0
42,5098,1,0
29,2142,1,0
20,5457,2,1
60,7883,5,1
33,3421,5,1
31,2103,3,0
45,4915,3,0
18,7209,2,0
60,8445,3,1
24,3025,3,0
23,4130,1,0
61,5034,5,0
39,8843,1,0
38,2902,2,0
42,2855,1,0
55,3386,3,1
40,7711,4,1
22,8439,1,1
31,7662,5,1
26,8183,5,1
19,8159,1,0
47,2771,2,0
45,4741,5,0
41,4973,3,1
26,3536,1,0
22,7883,2,0
48,2240,4,0
57,3126,4,1
49,4076,1,0
57,2303,4,1
23,5332,4,1
19,5177,2,0
36,6150,1,0
34,8878,2,1
61,6975,1,1
63,8897,3,0
21,2821,1,0
43,5866,5,1
58,5498,3,1
37,6902,1,0
55,7346,3,1
45,8709,2,1
34,5728,1,0
34,5582,4,0
20,6346,1,1
50,2804,1,0
65,8292,4,1
24,5480,4,1
23,5805,2,0
20,6259,1,0
64,7290,3,1
27,6655,1,1
24,4607,1,0
30,5964,1,0
24,3819,1,0
32,4520,1,0
36,4758,5,1
49,4259,2,1
29,2735,2,0
54,5364,2,1
51,7340,3,1
63,5318,5,1
19,3475,1,0
39,3429,2,0
28,8538,4,1
45,5024,4,1
23,4693,5,0
33,8605,2,0
48,1955,1,0
35,5101,4,1
37,4506,5,0
22,8313,1,0
55,5778,4,0
34,2105,1,0
34,6596,2,0
53,2356,5,1
63,6969,3,1
38,3842,1,0
29,2146,3,0
50,2110,5,1
56,8531,4,1
43,8217,5,1
49,7033,2,1
30,5594,5,1
25,8465,4,1
53,7943,3,0
42,2615,2,0
36,2202,4,0
35,3833,2,0
38,5379,2,0
62,6022,5,1
55,6456,1,1
46,8411,1,0
34,3152,4,1
60,2943,1,0
21,6023,4,1
52,8716,2,0
44,2249,2,0
60,2024,3,0
52,8346,1,1
61,7549,5,1
56,5932,5,1
27,2717,1,0
19,7787,5,1
55,4173,5,0
22,6277,4,1
37,6183,2,0
25,5496,3,1
65,3709,5,1
50,4862,4,1
52,3213,1,1
34,6224,1,0
38,5677,1,1
29,8698,2,0
23,4253,5,0
59,7272,1,1
50,5893,5,1
28,6714,4,1
50,3032,4,1
43,6539,4,1
21,3988,1,0
32,7644,1,0
23,8272,5,1
40,5299,1,0
53,7061,2,0
36,7322,5,1
39,7721,4,1
47,6559,4,0
58,2170,5,1
62,7040,3,1
42,4943,5,0
34,6811,4,0
46,5991,3,0
46,1895,2,0
24,4961,2,0
40,6551,2,1
44,4054,5,0
18,5916,5,1
32,3978,5,0
62,5910,2,1
45,2926,3,0
27,7967,5,1
54,2358,4,0
22,2530,3,0
25,6604,2,0
56,7043,2,1
31,7655,4,0
31,5692,4,1
39,3328,2,0
34,4431,5,0
43,4523,1,0
41,4080,3,0
34,2820,5,0
38,7127,1,1
62,4168,3,0
54,5211,4,1
48,7989,4,1
65,2335,5,0
34,6670,5,1
52,6964,1,1
64,1823,4,1
53,2991,1,0
46,4018,4,1
24,8249,2,1
57,3313,4,1
34,6272,4,1
52,6857,2,1
55,5042,5,1
37,5951,4,1
62,8900,1,1
55,3939,3,1
21,2706,1,0
64,6707,2,0
61,8198,4,1
33,7509,4,1
20,4677,1,0
23,5260,1,0
56,6205,5,1
31,5250,3,1
63,7105,2,0
55,3929,3,1
21,4904,4,0
19,6667,5,1
26,4247,5,1
34,3265,1,0
42,4872,3,1
65,8857,5,1
45,5875,4,0
45,3947,2,0
37,4378,4,1
49,7995,4,1
19,6479,4,1
37,8091,3,1
30,8200,5,1
19,5282,2,0
41,3914,4,1
26,8798,2,1
39,7539,3,0
43,6982,3,1
40,3675,1,0
61,5285,2,1
25,3232,2,0
46,5307,4,1
48,4344,4,0
38,6823,1,0
24,2447,2,0
24,2556,3,1
50,8478,3,1
51,7038,4,1
18,8029,5,0
48,6623,5,1
48,7624,4,1
26,3404,1,0
56,4735,4,1
18,8369,3,1
63,5146,3,1
58,8451,4,0
64,2708,2,0
51,3858,2,1
48,4602,2,0
62,6622,4,1
52,2193,4,1
58,3182,3,1
50,3232,3,0
60,6366,2,1
34,4765,3,0
61,5316,3,1
41,4136,4,0
27,8925,2,1
22,2712,2,0
27,7640,4,1
52,6836,4,1
57,7808,1,1
43,8059,2,0
36,7084,2,0
19,3369,5,0
61,3190,1,1
40,7650,1,0
21,8363,1,0
42,3822,1,0
63,7004,2,0
56,8294,2,1
52,5920,2,1
32,4511,2,0
18,2092,1,0
63,8948,4,1
50,4147,5,1
45,4629,2,0
34,7288,3,1
45,2238,5,0
52,9000,3,1
48,6737,5,1
63,8224,5,0
59,7421,3,1
56,2810,2,0
50,5998,3,1
65,4962,5,1
45,6603,5,1
27,8061,5,0
38,5742,5,1
48,2657,3,1
61,2926,3,1
20,8437,1,1
56,6227,4,1
29,3993,2,0
53,7114,2,1
28,6071,2,0
24,3036,1,0
60,6303,4,0
28,6441,2,1
51,8901,5,1
63,6535,5,1
28,2993,1,0
25,1922,2,0
18,1933,1,0
42,5579,4,1
20,2044,5,1
56,7300,5,1
61,5739,4,0
53,2484,3,0
42,8327,1,0
64,3727,5,1
38,7123,2,0
23,6630,5,1
48,4063,4,1
53,7055,2,0
37,5147,5,1
61,8272,1,0
30,7807,1,0
43,3294,1,0
35,4498,5,0
22,4514,1,0
20,5370,4,1
60,4994,4,1
22,1906,4,1
37,8906,1,1
63,8687,2,1
18,8417,4,1
24,5067,5,1
55,4002,5,1
51,6839,1,1
53,8027,2,1
53,3457,3,1
42,6176,5,1
43,3105,4,0
18,6125,2,0
53,6350,5,1
54,2769,4,1
61,7210,4,1
22,4782,1,0
55,5312,2,1
22,6464,4,1
19,7478,5,1
19,2512,2,0
62,8058,3,1
58,6076,5,1
29,4914,1,0
23,6332,1,1
54,4819,2,1
47,4759,3,1
25,5572,4,1
63,2539,2,0
42,6732,2,1
24,6238,5,0
23,6785,5,1
26,5369,3,0
27,6741,4,1
55,2409,4,0
63,3965,3,1
26,2662,5,0
36,4854,4,1
20,4412,4,1
26,1823,5,0
41,5870,1,1
19,7815,1,0
43,3598,3,0
21,5563,2,0
26,4081,4,1
50,3134,5,1
64,8251,3,0
23,5777,5,1
51,3297,2,0
63,5507,2,0
44,2393,4,1
52,8311,3,0
22,2282,3,1
59,7518,1,0
54,4845,1,0
47,8413,1,1
60,2505,3,0
23,7923,1,1
32,8492,4,0
54,2915,2,0
47,2380,4,1
61,1920,1,1
34,7539,1,1
54,8232,3,1
38,7527,3,1
59,2953,5,1
44,6658,5,1
44,4623,2,0
35,5668,1,0
64,2521,5,1
50,2957,4,1
37,8443,5,0
64,8136,1,0
39,2171,2,0
53,7239,5,1
61,3300,1,0
36,3547,3,0
51,8058,2,1
27,5246,5,0
35,6270,4,0
45,5468,2,0
32,7679,3,1
52,5923,2,1
29,4404,2,0
58,8761,3,1
26,6225,1,0
21,5449,4,1
63,2210,4,1
57,4548,3,0
43,3106,2,0
64,8555,1,1
52,4530,3,0
49,6952,3,1
60,6715,1,1
24,2482,1,0
50,4977,1,0
61,1956,2,0
36,7568,4,1
21,7425,2,0
19,5126,5,1
32,4381,3,0
23,7391,2,1
23,7262,2,0
38,8230,5,1
21,1886,2,0
62,2215,1,0
39,3557,2,0
40,8336,5,1
58,6859,3,0
36,2159,4,0
46,7568,2,1
47,6673,5,0
40,7602,5,1
59,2029,2,0
22,2194,1,0
36,7350,5,1
37,8131,1,0
55,2770,1,0
26,2057,2,0
50,6810,3,0
52,4256,5,1
32,7157,3,1
57,3227,5,1
33,4862,5,0
20,4760,4,0
21,5138,4,1
54,1906,1,0
45,8552,5,0
52,4969,4,1
20,8175,2,1
50,3987,2,1
31,7224,2,0
36,4312,5,0
41,8860,2,0
43,5820,4,1
28,4537,3,0
28,6984,3,1
22,5840,2,1
38,3889,2,0
29,4141,1,0
34,3305,5,0
29,7218,5,1
27,3592,2,0
24,2371,1,0
20,6480,1,0
44,8672,1,0
18,7019,5,1
44,5981,3,1
27,2755,1,0
46,3601,2,0
18,4106,3,1
47,4536,5,1
52,5495,3,1
29,2518,2,0
55,8116,4,1
43,2180,2,0
33,5233,2,1
62,2958,4,1
51,3328,1,0
47,2002,5,0
46,2738,1,1
28,3648,5,0
30,5334,2,0
56,7743,2,0
51,8236,1,1
49,7721,1,1
54,2573,4,0
25,5921,4,1
41,4522,5,0
64,6621,3,1
47,7454,4,0
62,2571,4,1
20,7606,1,1
39,3736,4,0
62,6746,2,0
42,6786,2,0
55,5728,2,1
35,4517,3,1
60,2586,5,0
64,7976,4,0
21,3255,5,0
36,6196,2,0
32,2908,2,0
23,4072,3,0
35,7164,2,1
65,8847,5,1
22,5252,3,1
63,3407,1,0
65,6938,1,0
58,3502,1,0
63,7500,2,1
26,2869,4,0
26,7497,1,0
63,3388,1,1
26,5923,1,0
21,5135,3,1
18,7388,1,0
56,3690,4,1
40,5059,5,0
52,3637,2,1
61,1987,2,1
23,5205,1,0
42,8887,5,0
28,6568,5,1
19,3959,2,0
65,6233,3,0
42,5010,2,0
23,8365,2,1
44,5788,1,0
41,5124,5,1
44,8693,4,1
20,4938,2,0
27,2489,5,0
43,4765,3,0
55,4150,3,1
20,5412,4,1
30,7410,3,1
30,7675,2,0
40,1869,3,0
42,3170,4,0
28,4956,2,0
25,2524,3,1
34,3573,4,0
65,4614,5,1
35,7317,2,0
50,8764,5,1
20,6172,4,1
56,7429,5,0
57,5138,2,1
64,4348,1,0
54,7392,4,1
30,6385,3,1
26,7699,3,1
29,4795,1,0
33,3642,2,0
30,8478,1,1
33,2435,1,0
41,8749,5,1
19,4862,3,0
47,8176,4,1
54,7330,3,1
47,5088,5,1
64,8333,3,1
58,4548,2,0
33,5376,3,1
35,5019,4,1
56,8164,5,1
22,5329,2,1
26,2447,2,0
41,1981,5,0
18,6491,3,1
57,4309,5,0
39,3318,4,0
38,8243,3,1
43,4274,4,0
33,1910,4,1
35,2919,2,0
63,6621,1,1
42,2803,3,0
60,3969,5,1
33,8293,2,1
25,4265,3,1
31,7685,1,0
44,3602,4,0
61,1948,1,0
61,7787,1,1
51,8533,3,1
27,2785,1,0
53,5458,1,1
53,4100,3,0
41,8481,3,1
29,5346,5,1
34,3987,4,0
49,3389,2,1
61,2007,5,1
39,8970,2,0
46,5591,4,0
45,5079,3,1
30,5634,1,0
21,7089,1,1
58,7536,3,1
46,6199,1,0
41,4466,5,0
20,2097,1,0
48,8815,2,1
22,4332,2,0
60,8736,2,0
19,6749,3,1
54,7471,1,1
31,8051,4,1
58,7486,1,1
28,2087,2,0
42,6898,3,1
27,6044,4,0
64,2019,5,1
54,7749,4,1
40,2847,3,1
40,8576,2,1
27,3184,2,0
46,3658,5,0
51,6742,5,0
36,4778,4,0
32,8204,3,1
32,5267,4,0
40,2084,4,0
21,6315,4,0
29,4987,5,0
25,8062,5,1
30,4922,1,0
49,2821,2,0
40,7082,5,1
53,7352,5,1
29,7584,1,1
49,7257,4,1
34,6175,3,1
48,3440,3,1
34,2873,2,0
31,7459,2,0
28,7633,5,0
24,7979,5,1
27,4635,5,1
65,6437,2,1
60,7414,2,0
40,5117,1,0
57,4565,2,0
21,4991,2,0
58,8274,4,1
33,2346,1,0
35,5050,4,1
33,1851,4,0
32,8818,5,1
25,7151,5,1
18,7206,1,0
42,3229,4,0
50,8226,3,1
32,6476,4,1
42,2318,3,1
48,2168,3,1
54,2395,2,1
60,2351,3,0
64,3992,1,0
61,4603,3,1
19,6465,1,0
42,6653,2,0
46,6282,4,1
29,2293,4,1
26,1948,3,0
28,7261,1,0
59,5864,1,0
60,2535,2,0
30,6482,2,1
45,6881,4,1
54,7102,4,1
54,6086,4,1
28,5292,4,1
32,2454,5,1
29,2880,4,0
61,8063,1,1
39,7497,5,1
52,6892,4,1
44,4686,2,0
31,6968,5,1
62,7476,3,1
56,2551,4,1
30,2052,5,0
55,7017,3,0
25,2985,1,0
55,2367,3,1
40,5783,4,1
36,6412,4,1
36,5731,1,1
18,2949,4,1
47,5041,3,1
60,8046,4,1
37,6489,4,1
37,2529,4,1
42,4647,4,0
20,3904,3,0
44,3801,3,0
32,5652,2,0
65,4963,3,1
57,3327,4,1
25,7001,5,1
26,6463,4,1
31,2205,3,0
64,1865,2,0
25,3123,5,0
44,7324,2,0
33,2441,3,0
51,6885,5,1
39,6811,4,1
36,5191,4,1
39,7974,3,1
36,7905,2,0
34,8235,1,1
37,6813,1,0
56,6625,2,1
33,8630,3,1
46,4135,2,0
35,8984,4,1
51,8018,5,0
32,2191,5,0
44,2851,5,1
64,3590,5,1
52,7063,5,1
35,2617,2,0
18,8027,5,1
21,7462,2,0
48,8039,1,1
37,8776,5,1
36,6963,4,1
48,8356,5,0
26,2105,2,0
37,4078,5,0
37,4925,1,0
57,3630,5,0
19,2958,3,0
25,3471,4,0
43,8880,3,1
56,5008,2,1
39,6944,4,1
53,5324,1,1
57,3589,1,0
41,6326,3,0
62,4480,4,1
23,2393,2,0
53,4839,1,1
36,3303,2,0
28,7294,2,0
33,3396,3,0
29,3971,4,0
24,1953,3,0
46,7650,5,1
65,7478,4,1
52,8609,1,0
59,4370,2,0
35,4924,5,1
27,8392,1,0
49,5389,3,0
34,3342,1,0
38,2278,2,0
41,2184,2,0
53,6793,3,1
39,3284,4,1
64,8944,2,0
26,6062,2,0
32,1876,2,0
39,5087,5,1
31,3474,1,0
32,3416,3,0
46,2354,1,0
45,8216,4,1
18,5384,4,0
48,6794,5,1
38,3840,1,0
59,4832,2,0
29,3690,5,0
34,8485,4,0
19,3575,3,1
26,2182,2,0
47,2357,5,1
19,2544,4,1
28,7222,2,0
41,2279,4,1
64,5188,3,1
52,5589,1,1
48,7060,4,1
34,5190,1,0
56,8863,2,1
21,4964,3,0
32,6197,4,0
61,5643,2,1
22,3273,2,0
20,8375,5,1
39,4956,4,1
36,7637,3,1
64,7857,2,1
49,3840,2,0
22,8307,2,0
23,2504,1,0
47,6006,1,1
40,7439,5,1
65,6831,1,1
22,5522,1,1
49,4186,1,1
32,6700,2,0
55,6874,5,1
40,3259,5,0
25,5846,1,0
27,5832,4,1
33,3604,5,0
28,1975,3,1
27,2982,1,0
42,7363,3,1
34,6642,4,1
30,3399,1,0
30,3457,3,0
46,8986,1,1
51,5888,5,1
39,1896,3,0
28,1884,3,0
42,8074,5,1
22,6814,3,0
61,5471,4,1
62,3288,4,1
60,3513,2,1
56,7870,3,1
35,3315,4,1
48,4412,2,0
40,6446,2,0
23,5071,3,1
27,8431,5,0
59,4821,5,1
28,3036,5,0
22,4442,4,0
27,6644,3,1
60,7543,5,1
45,3801,4,0
27,7090,4,0
57,7720,3,1
29,2150,4,0
39,7233,3,1
19,7094,5,1
30,3477,1,0
52,8028,1,0
54,6178,2,1
28,2326,1,0
27,2573,2,0
41,7937,3,1
25,7626,3,1
45,6251,4,1
43,4240,1,0
55,2698,5,1
53,6201,1,1
37,7944,2,1
61,1807,1,1
29,6469,5,1
49,5422,5,1
38,6066,3,1
42,7024,4,1
43,7935,3,1
25,6680,4,1
31,4226,2,0
27,7656,4,1
29,2415,2,0
37,7453,1,0
28,6811,3,1
25,4105,4,1
54,8128,1,0
57,5457,2,1
44,6617,5,1
57,4074,5,1
24,7138,2,0
30,2708,5,0
32,8969,4,1
19,7841,2,1
21,1844,3,1
65,3121,5,1
52,5044,2,1
18,4435,1,0
29,4013,2,0
33,6304,1,1
53,7445,2,1
57,3200,5,1
21,2288,4,0
62,5340,2,1
45,3799,2,0
53,3494,5,1
42,7314,2,0
48,5138,1,1
58,2734,5,1
43,3250,4,0
33,5355,5,1
24,1806,1,0
60,5943,2,1
32,7672,5,0
61,6228,5,1
32,4661,2,0
56,7766,1,1
38,7601,1,0
48,5838,4,0
20,5261,3,1
28,1851,5,0
59,8461,3,1
22,6888,2,0
46,5156,1,1
50,7491,1,1
55,5232,5,1
59,3823,5,1
40,7212,4,0
61,1936,2,1
42,4819,4,0
28,6810,3,1
24,2933,3,0
37,6852,5,1
28,4613,3,0
35,7298,4,1
18,8058,4,1
26,6545,5,0
35,6939,4,0
57,5175,4,1
37,2315,4,0
43,5768,1,0
53,8204,5,1
61,7368,4,1
40,7416,5,1
36,5122,3,0
50,3385,5,1
37,2721,4,0
36,8672,4,1
58,4612,2,0
55,6194,5,0
42,4199,5,0
34,4175,3,0
56,3165,5,1
18,4476,2,0
20,3143,4,0
47,2120,4,1
53,6730,1,0
52,3267,3,1
34,4737,5,0
32,1804,5,1
54,6351,2,1
20,4502,4,0
52,6314,2,1
65,5680,3,1
65,2668,5,1
33,1919,2,0
46,8257,3,1
21,1805,2,0
40,7699,4,1
43,2634,5,1
56,4715,2,0
40,4973,3,0
34,8085,5,0
46,6234,3,1
54,2224,5,1
64,1959,1,0
28,5195,1,0
58,7944,2,1
62,2806,1,0
36,4282,3,0
56,2154,4,1
60,4609,4,1
43,8505,3,0
20,4895,2,0
26,2757,3,1
57,6693,4,1
26,4383,4,1
29,8805,2,0
18,4517,2,0
58,7104,3,1
19,3918,4,0
42,4286,5,0
38,4850,5,0
45,4472,2,0
32,6177,2,0
49,8602,1,1
36,4528,3,0
28,7546,5,0
65,3840,4,0
29,2548,1,0
48,3740,2,0
47,5852,2,1
35,6191,5,1
57,4638,5,1
61,4431,5,1
29,6587,3,0
40,2946,3,0
25,5915,3,1
57,2488,4,0
39,2227,5,1
21,4775,3,0
34,5471,4,1
48,3686,3,1
40,8127,2,0
51,7794,3,0
47,2775,3,1
62,8400,5,1
34,4170,5,0
39,3695,4,0
19,3620,2,0
31,5251,1,1
22,7439,2,0
59,6069,5,1
45,2106,5,0
52,3234,5,0
29,5731,5,1
